Transaction_id,CC_Number,Transaction_Date,Amount,Merchant_Details
1391,8656309155431288,2024-08-29,1029.73,Griffin-Brewer
1392,8656309155431288,2025-05-12,651.27,Patterson-Stewart
1393,8656309155431288,2023-02-10,659.33,"King, Thomas and Robertson"
1394,8656309155431288,2025-08-10,2359.60,Robinson-Hooper
1395,8656309155431288,2023-09-06,1317.61,"Thompson, Chang and Shannon"
1396,8656309155431288,2021-10-01,1045.22,Hicks-Ayers
1397,9136867127036860,2025-06-03,2171.12,Ramirez-Williams
1398,9136867127036860,2023-11-30,1907.39,Brown-Hammond
1399,9136867127036860,2025-03-29,210.92,Jones-Collins
1400,9136867127036860,2024-02-06,886.45,"Gray, Brown and Bush"
1401,9136867127036860,2025-07-20,878.38,Morris-Barnes
1402,9136867127036860,2022-05-26,1989.22,"Gillespie, Norris and Robinson"
1403,9136867127036860,2021-03-15,1006.02,Mccormick-Carter
1404,9136867127036860,2024-02-08,623.11,Miller-Parker
1405,9136867127036860,2021-08-06,224.42,Morgan and Sons
1406,9136867127036860,2025-07-14,2290.35,"Solis, Houston and Weeks"
1407,9136867127036860,2022-02-16,1097.80,"Wright, Shields and Miller"
1408,9136867127036860,2022-07-04,2330.06,Wood-Ellis
1409,9136867127036860,2025-09-18,1799.68,Carr Ltd
1410,9136867127036860,2025-01-19,874.38,"Blackburn, Fisher and Reyes"
1411,9136867127036860,2021-02-15,2403.35,Duran-Avery
1412,9136867127036860,2023-05-28,828.86,Mcdowell Group
1413,0128433528510554,2024-08-09,601.33,"Williams, Young and Lawson"
1414,0128433528510554,2023-03-05,1759.06,Werner Group
1415,0128433528510554,2023-02-07,1986.71,"Tucker, Scott and Bradford"
1416,0128433528510554,2025-09-14,1692.84,Huffman Ltd
1417,0128433528510554,2025-04-01,946.94,"King, Richards and Winters"
1418,0128433528510554,2021-12-13,1393.47,"Ingram, Rodriguez and Lopez"
1419,0128433528510554,2025-03-14,1480.16,"Brown, Smith and Lambert"
1420,0128433528510554,2024-11-26,2099.28,Johnson-Fitzgerald
1421,0128433528510554,2025-03-15,928.57,Mclaughlin-Dixon
1422,0128433528510554,2022-09-26,1201.74,Fitzgerald-Wilson
1423,0128433528510554,2024-12-11,32.53,Gonzalez-Blair
1424,0128433528510554,2025-03-24,359.80,Ochoa Inc
1425,0128433528510554,2022-01-29,144.88,Miller Inc
1426,0128433528510554,2023-09-15,2388.31,Sanders-Campbell
1427,0128433528510554,2024-03-06,843.20,Park-Davis
1428,0128433528510554,2025-09-03,1645.80,"Frederick, Wells and Gibbs"
1429,0128433528510554,2023-11-21,740.17,Moran-Day
1430,0128433528510554,2025-08-18,1268.69,Fox-Hunt
1431,0128433528510554,2021-08-19,1800.08,Bailey-Mason
1432,0128433528510554,2022-01-27,1409.40,"Swanson, Harvey and Suarez"
1433,0128433528510554,2022-09-20,2107.48,Haynes-Woods
1434,0128433528510554,2022-08-15,2116.74,Carter PLC
1435,0128433528510554,2023-07-22,1578.11,Ellis PLC
1436,0128433528510554,2024-06-23,1301.55,Butler-Holland
1437,0128433528510554,2023-02-15,338.63,"Brown, Bennett and Erickson"
1438,0128433528510554,2023-09-09,244.39,Marsh Ltd
1439,0128433528510554,2024-08-08,33.96,"Duncan, Gomez and Smith"
1440,0128433528510554,2021-05-01,1984.09,"Estes, Sharp and Fitzgerald"
1441,0128433528510554,2024-03-23,622.58,Vaughan Group
1442,0128433528510554,2024-07-28,1931.35,"Black, Sanders and Meyer"
1443,7301008317072070,2025-08-26,75.74,Weaver-Keller
1444,7301008317072070,2025-05-12,728.33,"Duncan, Turner and Smith"
1445,7301008317072070,2024-01-20,394.31,Lopez Group
1446,7301008317072070,2024-01-31,1546.53,Brown-Perez
1447,7301008317072070,2024-07-16,2464.80,Humphrey and Sons
1448,7301008317072070,2023-01-18,1729.41,Davis-Nelson
1449,9417839206148690,2024-03-31,266.79,Williams Group
1450,9417839206148690,2022-08-15,1416.42,Brooks-Davis
1451,9417839206148690,2022-03-13,1032.53,Robinson and Sons
1452,9417839206148690,2024-04-14,1033.87,"Campbell, Brooks and Kim"
1453,9417839206148690,2023-08-20,382.36,Joseph Ltd
1454,9417839206148690,2022-05-02,1241.83,"Butler, Norris and Chaney"
1455,9417839206148690,2024-09-18,898.71,"Nelson, Villegas and Chen"
1456,9417839206148690,2022-11-18,1514.48,"Martin, Higgins and Woods"
1457,9417839206148690,2023-09-09,392.75,Mejia-Harris
1458,9417839206148690,2023-12-02,388.85,Daniels-Ross
1459,9417839206148690,2021-06-11,818.94,Neal PLC
1460,9417839206148690,2023-07-17,140.16,Jenkins-Bennett
1461,9417839206148690,2024-11-16,319.36,Dodson and Sons
1462,9417839206148690,2025-08-06,324.97,Evans-Flores
1463,9417839206148690,2024-03-13,98.34,Kaiser Ltd
1464,9417839206148690,2023-08-31,1859.15,Benitez Inc
1465,9417839206148690,2023-04-11,2132.94,Figueroa-Michael
1466,9417839206148690,2025-03-26,461.95,"Sims, Sutton and Torres"
1467,9417839206148690,2025-05-13,1648.58,"Ray, Willis and Cline"
1468,9417839206148690,2022-11-24,1410.09,Whitney Inc
1469,9417839206148690,2025-07-24,2065.34,Berg Inc
1470,9417839206148690,2025-03-26,2307.65,Meyer LLC
1471,9417839206148690,2021-01-13,1572.95,"Livingston, Collins and Compton"
1472,9417839206148690,2021-06-23,2155.28,Dillon LLC
1473,9417839206148690,2020-11-09,2270.63,Rowland Group
1474,9417839206148690,2023-12-02,174.55,Lewis Ltd
1475,9417839206148690,2023-07-20,1078.96,White-Sanchez
1476,9411675464716397,2022-10-07,2002.79,Sharp-Robinson
1477,9411675464716397,2021-01-15,450.05,Evans Ltd
1478,9411675464716397,2022-07-23,318.60,Collins LLC
1479,9411675464716397,2022-11-07,1383.76,"Gonzales, Pham and Armstrong"
1480,9411675464716397,2021-06-25,689.25,Pitts-Long
1481,9411675464716397,2022-03-31,1535.91,Malone Group
1482,9411675464716397,2022-07-14,1392.63,"Nash, Hopkins and Gross"
1483,9411675464716397,2021-04-28,485.06,Luna-Nixon
1484,9411675464716397,2025-05-05,816.64,"Lynch, Garcia and Ochoa"
1485,9411675464716397,2023-02-24,977.88,Taylor-Stafford
1486,9411675464716397,2023-12-30,2072.99,"Wang, Miller and Peterson"
1487,9411675464716397,2021-04-06,2030.23,Leach LLC
1488,9411675464716397,2020-12-30,705.34,Dennis Group
1489,9411675464716397,2024-02-09,389.08,"Bradley, Young and Walker"
1490,9411675464716397,2024-12-29,401.02,Mcdaniel-Bates
1491,9411675464716397,2024-05-08,1735.51,"Peck, Willis and Velasquez"
1492,9411675464716397,2024-12-20,628.40,"Mccullough, Lyons and Dickson"
1493,9411675464716397,2022-10-03,2091.14,Davis-Sanders
1494,9411675464716397,2024-09-25,1810.74,Olson LLC
1495,9411675464716397,2024-06-08,2170.90,Washington-Hays
1496,9411675464716397,2024-06-28,1155.60,Howe-Schmidt
1497,9411675464716397,2024-02-15,918.11,"Hamilton, Romero and Martin"
1498,9411675464716397,2024-07-15,2357.61,Alexander LLC
1499,9411675464716397,2021-02-09,2089.10,"Potter, Ford and Lowe"
1500,9411675464716397,2025-03-10,2283.59,Martinez-Jones
1501,9411675464716397,2025-08-18,1738.93,"Duncan, Lee and Benson"
1502,9411675464716397,2023-09-04,1697.92,"French, Vasquez and Griffith"
1503,5294589609331141,2022-07-07,2030.62,Smith-Huffman
1504,5294589609331141,2024-04-30,1970.18,Walsh-Smith
1505,5294589609331141,2022-06-02,1905.82,Lucas PLC
1506,5294589609331141,2022-01-19,1434.81,Hampton-Doyle
1507,5294589609331141,2025-10-08,958.70,Rogers-Ramos
1508,5294589609331141,2025-09-01,659.97,Rush-Smith
1509,5294589609331141,2021-06-02,1970.10,Robinson PLC
1510,5294589609331141,2020-11-28,1253.90,Mason-Fischer
1511,5294589609331141,2021-02-18,1861.15,Huerta-Rasmussen
1512,5294589609331141,2021-02-23,255.74,Villanueva-Peterson
1513,5294589609331141,2022-07-21,2010.79,"Parker, Carlson and Hopkins"
1514,5294589609331141,2022-05-10,313.86,"Perry, Brewer and Colon"
1515,5294589609331141,2024-01-15,2117.65,Burke-Dixon
1516,5294589609331141,2023-09-08,2391.08,"Nelson, Page and Hale"
1517,5294589609331141,2022-01-05,1498.52,Clark PLC
1518,5294589609331141,2020-10-28,760.13,Jackson PLC
1519,5294589609331141,2023-01-30,1023.61,Mason-Johnson
1520,5294589609331141,2022-09-17,1673.03,"Clark, Richardson and Cordova"
1521,5294589609331141,2024-08-15,724.38,"Sparks, Schmidt and Hartman"
1522,5294589609331141,2025-07-21,551.89,Murphy-Thornton
1523,5294589609331141,2025-05-14,702.98,Eaton-Lewis
1524,5294589609331141,2024-09-11,1889.29,"Thomas, Burgess and Barnes"
1525,5294589609331141,2022-11-30,260.01,Smith PLC
1526,5294589609331141,2020-12-30,2498.55,Walker and Sons
1527,5294589609331141,2022-08-27,1584.09,Reed Group
1528,7502144557481257,2025-10-02,2371.99,Smith-Jones
1529,7502144557481257,2023-11-21,2304.15,Fisher LLC
1530,7502144557481257,2021-11-23,1759.97,Schwartz LLC
1531,7502144557481257,2024-12-05,787.84,"Hodges, Armstrong and Massey"
1532,7502144557481257,2025-02-26,1112.89,Wood-Stevenson
1533,7502144557481257,2022-07-07,1671.62,"Ramos, Garcia and Carrillo"
1534,7502144557481257,2024-01-26,780.24,Keller Group
1535,7502144557481257,2025-08-04,1256.32,Thompson-Morton
1536,7502144557481257,2023-06-26,4.41,Henry-Patterson
1537,7502144557481257,2021-08-18,687.95,Whitney and Sons
1538,7502144557481257,2025-07-16,2016.87,"Rasmussen, Brown and Nixon"
1539,7502144557481257,2023-08-22,1133.64,Williams LLC
1540,7502144557481257,2024-02-23,1651.79,Fox-Bruce
1541,7502144557481257,2022-12-26,1147.47,"Rhodes, Patterson and Wilson"
1542,7548085191207574,2025-06-02,55.43,Rios-Allen
1543,7548085191207574,2025-03-21,657.43,"Massey, Salazar and Morrison"
1544,7548085191207574,2021-04-12,884.86,"Marks, Harrington and Bowman"
1545,7548085191207574,2023-08-15,680.14,"Cannon, Sanchez and Gonzalez"
1546,7548085191207574,2023-02-24,313.73,Rose Group
1547,7548085191207574,2021-07-09,382.01,"Hunt, Arnold and Hogan"
1548,7548085191207574,2023-12-20,1653.82,"Carpenter, Moreno and Reed"
1549,7548085191207574,2023-02-27,1499.51,Moyer and Sons
1550,7548085191207574,2021-05-16,137.58,"Harrell, Hamilton and Ryan"
1551,7548085191207574,2021-09-26,670.05,Bailey-Newton
1552,7548085191207574,2024-07-23,537.77,Cook Group
1553,2817231915736334,2024-04-26,646.42,"Morrison, Page and Gilbert"
1554,2817231915736334,2022-04-16,1451.98,Daniels-Henry
1555,2817231915736334,2022-11-11,1124.99,"Welch, Anderson and Riley"
1556,2817231915736334,2022-06-02,2356.48,"Johnson, Mcmahon and Scott"
1557,2817231915736334,2024-06-03,1521.54,"Powell, Estrada and Noble"
1558,2817231915736334,2021-11-01,572.67,Thompson-Kerr
1559,2817231915736334,2021-08-12,2424.21,"Hardy, Brown and Foster"
1560,2817231915736334,2022-05-11,723.04,Bright and Sons
1561,2817231915736334,2024-10-06,2039.74,Bates-Hamilton
1562,2817231915736334,2023-07-16,2408.72,"Davis, Brown and Powell"
1563,2817231915736334,2025-05-29,11.76,Figueroa-Wallace
1564,2817231915736334,2023-08-24,43.29,"Castaneda, Nixon and Lambert"
1565,2817231915736334,2024-11-12,1067.14,Haynes Group
1566,2817231915736334,2021-04-09,1127.85,Patel Inc
1567,2817231915736334,2024-06-30,2350.82,"Williams, Pearson and Kim"
1568,2817231915736334,2021-11-12,1615.11,Mason-Cobb
1569,2817231915736334,2025-07-20,869.86,"Perez, Johnson and Lewis"
1570,2817231915736334,2023-08-01,604.35,Ramirez-Barnett
1571,2817231915736334,2021-12-18,2091.45,Villegas and Sons
1572,4606159969900142,2025-08-28,2491.13,Wilson-Fletcher
1573,4606159969900142,2022-06-05,1015.71,Hernandez PLC
1574,4606159969900142,2023-12-11,739.01,"Kennedy, Lopez and Bell"
1575,4606159969900142,2021-05-24,237.46,"Herrera, Chan and Rodriguez"
1576,4606159969900142,2024-01-01,565.42,"Colon, Webster and Miller"
1577,4606159969900142,2025-08-06,971.86,Carpenter Inc
1578,4606159969900142,2024-03-09,54.27,Allen-Diaz
1579,0109852722715215,2023-05-03,727.19,White-Mcdonald
1580,0109852722715215,2022-11-19,1000.61,Greene LLC
1581,0109852722715215,2022-06-12,751.48,Cannon-Morton
1582,0109852722715215,2022-08-29,947.05,"Lyons, Morris and Smith"
1583,0109852722715215,2022-03-30,1590.74,Tran Ltd
1584,0109852722715215,2021-03-25,1297.54,"Evans, Perez and Wong"
1585,0109852722715215,2024-04-13,1272.41,"Kelly, Hampton and Conner"
1586,0109852722715215,2022-11-28,174.27,Riley PLC
1587,0109852722715215,2025-09-27,2245.56,"Patterson, Lam and Cantu"
1588,0109852722715215,2024-06-04,1013.81,"Martin, Terry and Adams"
1589,0109852722715215,2025-03-17,64.36,Vaughn-Spears
1590,0109852722715215,2025-07-04,2303.46,Pitts PLC
1591,0109852722715215,2023-04-02,1995.03,Collins Group
1592,3148008019377796,2021-07-31,180.47,"Walker, Le and Freeman"
1593,3148008019377796,2023-01-30,2374.26,Perez-Mitchell
1594,3148008019377796,2021-07-07,2154.19,Young-James
1595,3148008019377796,2022-02-20,1201.70,Montgomery-Myers
1596,3148008019377796,2022-08-03,2268.73,"Brown, Porter and Hull"
1597,5038824294854932,2024-09-12,2022.55,"Fields, Bryant and Hernandez"
1598,5038824294854932,2021-03-26,2475.59,Wolfe LLC
1599,5038824294854932,2025-08-07,1110.93,Cross-Miller
1600,5038824294854932,2025-03-24,277.51,Villa-Young
1601,5038824294854932,2020-11-04,185.64,Smith Group
1602,5038824294854932,2025-03-17,1434.76,Taylor LLC
1603,5038824294854932,2021-07-20,1058.39,"Brown, Bradford and Kirby"
1604,5038824294854932,2025-07-07,2481.76,"Ruiz, Orozco and Kim"
1605,5038824294854932,2024-03-31,1540.60,"Sanchez, Medina and Williams"
1606,5038824294854932,2024-11-07,2304.86,Rodriguez-Howard
1607,5038824294854932,2024-04-21,717.25,"Bennett, Wheeler and Smith"
1608,5038824294854932,2025-04-28,2362.09,Black-Salas
1609,5038824294854932,2021-04-06,892.32,Gill Inc
1610,5038824294854932,2021-01-16,1480.20,Peterson-Smith
1611,5038824294854932,2023-04-19,699.01,Powell PLC
1612,5038824294854932,2024-07-03,584.00,"Miller, Bailey and Moreno"
1613,5038824294854932,2022-02-04,1297.94,Reilly-Robinson
1614,5038824294854932,2022-01-31,1412.05,"English, Moore and Thomas"
1615,5038824294854932,2023-07-11,2462.33,Scott-Kelly
1616,5038824294854932,2023-11-20,935.69,Morgan-Lewis
1617,5038824294854932,2024-11-24,572.80,Davis Ltd
1618,5038824294854932,2025-03-12,1200.63,"Duke, Parker and Wang"
1619,5038824294854932,2021-12-29,67.26,Howell PLC
1620,5038824294854932,2024-08-15,1817.50,"Brooks, Miller and West"
1621,0448157403186784,2024-06-09,2267.27,"Greene, Clark and Williams"
1622,0448157403186784,2020-11-22,2342.06,"Miller, Hamilton and Murphy"
1623,0448157403186784,2025-06-30,778.48,Olson LLC
1624,0448157403186784,2021-11-29,1992.62,"Hopkins, Gallagher and Harper"
1625,0448157403186784,2022-07-14,451.10,"Brown, Franco and Short"
1626,0448157403186784,2022-04-17,1011.14,Jenkins Inc
1627,0448157403186784,2023-11-09,536.89,"Glover, Morton and Stone"
1628,0448157403186784,2023-08-23,1794.36,Carter-Bush
1629,0448157403186784,2021-08-29,1533.95,"Wong, Brown and Carey"
1630,0448157403186784,2022-03-05,2078.85,Mcdaniel PLC
1631,0448157403186784,2024-06-26,260.31,"Perez, Moreno and Jones"
1632,0448157403186784,2023-04-05,541.92,Anderson-Alexander
1633,0448157403186784,2022-08-15,2172.76,"Aguilar, Todd and Oneal"
1634,0448157403186784,2021-07-11,1069.50,Taylor-Johnston
1635,0448157403186784,2024-12-09,683.34,Smith Ltd
1636,0448157403186784,2023-01-11,1794.42,Tran Inc
1637,7479744134028438,2024-09-15,1982.16,Thomas-Shaw
1638,7479744134028438,2021-04-03,1400.83,Flores Inc
1639,7479744134028438,2023-11-07,2114.65,"Walls, Manning and Duncan"
1640,7479744134028438,2023-09-12,2144.70,Delgado Inc
1641,7479744134028438,2022-02-05,609.76,Miles-Payne
1642,7479744134028438,2022-04-27,384.43,"Lutz, Bradley and Nguyen"
1643,7479744134028438,2023-02-13,1647.47,"Walls, Jones and Mcpherson"
1644,7479744134028438,2023-08-19,1383.97,Ali-Wheeler
1645,7479744134028438,2022-01-31,232.13,Stephens Group
1646,7243201488534105,2025-05-14,2477.59,Branch-Stevens
1647,7243201488534105,2024-06-14,684.43,"Townsend, Conway and May"
1648,7243201488534105,2024-09-05,1977.79,Mcdaniel LLC
1649,7243201488534105,2021-07-08,1204.53,Dixon-Torres
1650,7243201488534105,2022-05-23,976.90,Johnson-Ross
1651,7243201488534105,2025-08-14,1076.62,Walker Ltd
1652,7243201488534105,2023-10-04,910.23,Bass Group
1653,7243201488534105,2022-03-19,254.07,Silva LLC
1654,7243201488534105,2020-11-29,573.26,Sims-Savage
1655,7243201488534105,2024-01-06,1156.81,Smith-Davis
1656,7243201488534105,2025-02-07,296.99,"Osborne, Walker and Cook"
1657,7243201488534105,2021-10-14,304.47,Foster-Brooks
1658,7243201488534105,2025-01-15,848.16,Reynolds-Brown
1659,7243201488534105,2023-08-08,1744.02,Johnson-Bailey
1660,7243201488534105,2022-07-06,1393.67,Davenport LLC
1661,7243201488534105,2024-10-02,2336.22,"Watson, Ellis and Rivera"
1662,7243201488534105,2023-09-23,1875.54,"Vance, Lewis and Brock"
1663,7243201488534105,2023-08-08,756.35,"Lyons, Wright and Davis"
1664,7243201488534105,2024-08-20,2049.21,"Parker, Adams and Murray"
1665,7243201488534105,2022-10-22,1735.21,"Bridges, Williams and Lee"
1666,7243201488534105,2023-04-18,39.92,Miller PLC
1667,7243201488534105,2024-02-23,1656.89,"Reilly, Hughes and Bradford"
1668,7243201488534105,2022-04-14,1615.07,"Martinez, Taylor and Henderson"
1669,7243201488534105,2023-10-14,1215.51,Crawford-Blankenship
1670,7243201488534105,2021-01-21,2184.95,Lopez-Lowe
1671,7243201488534105,2022-06-12,1793.65,Jackson Inc
1672,7243201488534105,2024-05-26,1653.87,Li PLC
1673,1458944148619879,2021-11-27,2099.98,Anderson Ltd
1674,1458944148619879,2025-04-02,1811.02,Gill-Anderson
1675,1458944148619879,2023-08-04,994.43,Cole-Braun
1676,1458944148619879,2021-08-13,1458.39,"Rodriguez, Robinson and Chase"
1677,1458944148619879,2024-12-16,905.93,Smith PLC
1678,1458944148619879,2025-02-05,1511.24,Davis LLC
1679,1458944148619879,2021-01-10,1621.47,Good-Wright
1680,1458944148619879,2023-12-17,60.61,"Morse, Pope and Clark"
1681,1458944148619879,2024-10-31,974.19,Robinson-Gonzalez
1682,1458944148619879,2025-07-04,18.71,Robertson LLC
1683,1458944148619879,2022-01-25,201.43,"Hernandez, Diaz and Flores"
1684,1458944148619879,2021-05-05,2047.72,"Long, Hodges and Johnson"
1685,1458944148619879,2022-01-24,1927.02,"Mullen, Mora and Williams"
1686,1458944148619879,2025-06-30,208.83,Baldwin PLC
1687,1458944148619879,2023-12-22,1060.91,"Sandoval, Mccall and Lyons"
1688,1458944148619879,2023-06-24,176.96,Stephens LLC
1689,1458944148619879,2022-07-11,1149.72,Collier-Grimes
1690,1458944148619879,2022-08-28,645.55,Durham LLC
1691,1458944148619879,2024-05-23,2419.89,Walker-Stephens
1692,1458944148619879,2021-08-14,1559.09,"Francis, Stanton and Gibson"
1693,6318454086759952,2025-05-07,349.15,Castro Inc
1694,6318454086759952,2025-04-25,2138.68,Gibson-Levy
1695,6318454086759952,2025-10-19,118.15,"Mcbride, Harvey and Ramsey"
1696,6318454086759952,2021-08-28,1390.55,Lloyd PLC
1697,6318454086759952,2025-01-08,1638.22,"Savage, Wilson and Santiago"
1698,6318454086759952,2024-09-21,1327.61,"Mcgrath, Larsen and Friedman"
1699,6318454086759952,2024-02-09,1665.36,Patterson-Davis
1700,6318454086759952,2023-09-14,2080.69,"Barrett, Peterson and Rodriguez"
1701,6318454086759952,2022-04-22,129.03,Johnson Group
1702,6318454086759952,2021-12-28,1716.81,Perry-Thomas
1703,6318454086759952,2020-10-25,2283.10,Myers-Herrera
1704,6318454086759952,2021-03-17,1402.15,Roberts-Bowers
1705,6318454086759952,2023-07-15,1195.70,"Cook, Waters and Schultz"
1706,6318454086759952,2024-09-14,1684.96,Robinson-Velazquez
1707,6318454086759952,2024-08-01,184.87,Coleman-Ward
1708,6318454086759952,2024-04-29,1663.61,"Preston, Montgomery and Williams"
1709,6318454086759952,2022-11-03,313.05,"Perez, Campbell and Ayala"
1710,6318454086759952,2022-01-06,2222.53,Hall PLC
1711,6318454086759952,2023-03-12,2371.77,Davenport and Sons
1712,6318454086759952,2024-06-07,1570.70,James LLC
1713,6318454086759952,2023-06-29,2140.34,"Mathis, Austin and Rodriguez"
1714,3058745793842016,2024-01-11,1811.87,"Myers, Collins and Tanner"
1715,3058745793842016,2025-05-31,1515.17,"Black, Powell and Joseph"
1716,3058745793842016,2025-02-05,2469.58,"Shepard, Hopkins and Walton"
1717,3058745793842016,2021-06-23,2478.30,Miller LLC
1718,3058745793842016,2022-09-27,341.40,Soto Inc
1719,3058745793842016,2025-01-08,53.46,"Good, Reed and Wilson"
1720,3058745793842016,2024-08-11,1876.88,Shah Inc
1721,3058745793842016,2022-11-09,1818.36,Washington LLC
1722,3058745793842016,2023-07-30,2055.05,Lopez-Parker
1723,3058745793842016,2025-02-15,1202.25,"Kramer, Griffin and Goodman"
1724,3058745793842016,2025-06-14,1595.55,Carrillo Ltd
1725,3058745793842016,2022-04-16,2436.89,Olson Group
1726,3058745793842016,2024-07-21,2071.35,Bishop Group
1727,3058745793842016,2024-12-07,474.77,"Martin, Jackson and Boyd"
1728,3058745793842016,2024-05-03,1911.68,Wade-Mills
1729,3058745793842016,2021-12-08,1569.85,Stanley-Wilson
1730,8432407085112484,2024-06-20,1059.48,"Thornton, Edwards and Maldonado"
1731,8432407085112484,2024-09-29,792.84,Torres-Rose
1732,8432407085112484,2022-04-19,1524.11,Griffin-Johnson
1733,8432407085112484,2025-06-08,1035.15,Lee-Woods
1734,8432407085112484,2023-03-19,1086.93,"Fuller, Garcia and Freeman"
1735,8432407085112484,2025-09-21,2091.67,Peterson-Washington
1736,8432407085112484,2024-12-24,564.10,"Patrick, Brown and Martinez"
1737,8432407085112484,2022-07-27,1666.40,Yang LLC
1738,8432407085112484,2021-10-22,1429.34,Murphy Inc
1739,8432407085112484,2024-07-11,1646.81,"Johnson, Stewart and Cook"
1740,8432407085112484,2023-11-18,350.64,Richards Ltd
1741,8432407085112484,2022-10-25,373.81,Roberts LLC
1742,8432407085112484,2020-10-31,1588.03,Palmer Group
1743,8432407085112484,2023-07-21,2012.80,Collins LLC
1744,8432407085112484,2025-03-27,437.84,Jones Group
1745,8432407085112484,2020-10-29,1506.65,Lambert Inc
1746,8432407085112484,2023-03-22,1458.35,"Contreras, King and Kent"
1747,8432407085112484,2022-05-31,2114.44,Torres-Lewis
1748,8432407085112484,2022-08-16,802.87,Vasquez LLC
1749,8432407085112484,2020-12-25,414.37,Smith LLC
1750,8432407085112484,2024-10-05,783.24,Austin-Hill
1751,8432407085112484,2022-05-11,1036.77,"Rodriguez, Cohen and Evans"
1752,8432407085112484,2024-05-13,646.09,Bell Group
1753,8432407085112484,2021-12-21,1301.07,Lopez Group
1754,6410438414402651,2024-05-31,2003.79,"Nelson, Cummings and Davis"
1755,6410438414402651,2021-08-14,1574.85,Jones-Henry
1756,6410438414402651,2021-07-04,1758.98,Smith Inc
1757,6410438414402651,2022-10-07,1088.08,Rodriguez-Brooks
1758,6410438414402651,2025-03-04,2180.40,"Garcia, Krueger and Berger"
1759,6410438414402651,2020-11-06,291.25,Collins LLC
1760,6410438414402651,2024-01-27,1958.10,Ramirez Ltd
1761,6410438414402651,2024-07-23,552.75,"Howard, Patel and Lopez"
1762,6410438414402651,2023-06-02,644.50,Mathews-Reyes
1763,6410438414402651,2022-05-31,1769.12,Sosa Group
1764,6410438414402651,2025-09-01,801.87,Larson Group
1765,6410438414402651,2023-01-02,1197.78,"Miller, Melton and Williams"
1766,6410438414402651,2021-02-02,835.53,Allen-Meyer
1767,6410438414402651,2021-11-13,869.95,Reyes PLC
1768,6410438414402651,2022-01-08,1650.16,Moreno-Mathews
1769,6410438414402651,2021-11-30,140.41,"Jackson, Gonzalez and Mcclure"
1770,6410438414402651,2022-03-20,2274.71,"Munoz, Bryant and Smith"
1771,6410438414402651,2021-11-21,2222.06,Cummings-Cruz
1772,6410438414402651,2021-06-07,1204.22,Peterson-Young
1773,6410438414402651,2023-02-14,2322.75,"Smith, Powers and Green"
1774,6410438414402651,2025-07-07,430.15,"Cummings, Craig and Mendez"
1775,6410438414402651,2023-10-23,1443.24,"Miller, Palmer and Hall"
1776,6410438414402651,2021-12-12,380.71,Johnson Group
1777,6410438414402651,2021-10-22,1824.61,"Holloway, Allen and Vang"
1778,6410438414402651,2023-08-14,2384.34,White-Clark
1779,6410438414402651,2023-03-08,421.58,Walker-Simmons
1780,6410438414402651,2023-06-30,447.27,Brown-Guerra
1781,6410438414402651,2021-09-29,2416.60,Rangel Group
1782,6410438414402651,2023-08-04,1812.39,Rivera Inc
1783,2398905818799709,2024-12-27,476.46,Marshall-Kelly
1784,2398905818799709,2022-12-15,743.09,Bridges-Martin
1785,2398905818799709,2022-10-21,1990.96,"Bartlett, Green and Harris"
1786,2398905818799709,2024-10-28,1556.60,Callahan-Ali
1787,2398905818799709,2023-11-16,1645.08,"Mcdonald, Lee and Torres"
1788,2398905818799709,2022-07-02,1419.87,Davis-Rhodes
1789,2398905818799709,2023-01-23,1171.55,Pacheco-Matthews
1790,2398905818799709,2024-07-13,1803.99,Thomas-Brown
1791,2398905818799709,2021-05-04,1428.55,Holloway-Espinoza
1792,2398905818799709,2022-06-07,2076.62,"Hoffman, Mann and Moore"
1793,2398905818799709,2023-01-24,2131.93,Khan-Haynes
1794,8058487980947869,2021-07-11,866.30,Green Ltd
1795,8058487980947869,2022-08-23,2404.21,Wilson Group
1796,8058487980947869,2021-03-25,365.98,Davis-Jones
1797,8058487980947869,2021-10-08,1129.15,"Bond, Haynes and Hamilton"
1798,8058487980947869,2021-12-24,214.26,Collins-Williams
1799,8058487980947869,2025-06-12,1199.23,"Spence, Moore and Ward"
1800,8058487980947869,2024-08-04,2469.11,Mcclure-Thompson
1801,8058487980947869,2023-04-02,30.61,Williams and Sons
1802,8058487980947869,2021-10-27,1319.74,"Goodwin, Andrews and White"
1803,8058487980947869,2024-12-22,2403.29,Meyer and Sons
1804,8058487980947869,2023-08-09,2394.65,Rosales-Lynch
1805,8058487980947869,2023-03-18,2157.25,"Lopez, Lucas and Flores"
1806,8058487980947869,2025-03-22,259.42,"Turner, Liu and Hart"
1807,8058487980947869,2023-10-05,2370.24,Moore Inc
1808,8058487980947869,2024-03-03,1825.98,"Olson, Camacho and Morris"
1809,8193218124990257,2024-08-27,520.78,"Nelson, Wallace and Kelly"
1810,8193218124990257,2021-05-04,37.02,Edwards-Martin
1811,8193218124990257,2025-07-26,904.37,"Nunez, Williamson and Cook"
1812,8193218124990257,2024-05-29,81.15,Harris-Lopez
1813,8193218124990257,2022-12-16,1748.86,Russell-Reed
1814,8193218124990257,2022-07-26,2410.05,Brown-Miller
1815,8193218124990257,2022-04-14,632.61,Miller and Sons
1816,8193218124990257,2022-03-26,1396.99,"Jones, Walker and Wolf"
